AnonID,Programme,HolyroodGTEvents,TotalEvents,TransitionRecords
Student23867,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,38,11
Student23875,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,40,96
Student23876,Literature and Modernity: 1900 to the Present (MSc) (Full-time) (Year 1),1,7,11
Student23886,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,42,65
Student23898,Psychology (BSc Hons) - 4 Years (Full-time) (Year 1),1,26,1
Student23903,Education (MSc) (Full-time) (Year 1),12,12,86
Student23905,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,40,77
Student23908,Inclusive Education (MSc) - 1 Year (Full-time) (Year 1),11,14,77
Student23924,Education (MSc) (Full-time) (Year 1),14,15,89
Student23931,"Management of Bioeconomy, Innovation and Governance (MSc) (Full-time) (Year 1)",2,14,9
Student23932,Language Education (MSc) - 1 Year (Full-time) (Year 1),16,29,102
Student23934,Economics (Finance) (MSc) (Full-time) (Year 1),5,66,5
Student23935,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),11,40,55
Student23937,Economics (Finance) (MSc) (Full-time) (Year 1),5,66,5
Student23938,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student23945,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,37,2
Student23946,Applied Sport Science (BSc Hons) (Year 1),14,29,98
Student23948,Economics (MSc) (Full-time) (Year 1),5,64,5
Student23950,Physical Activity for Health (MSc) - 1 Year (Full-time) (Year 1),19,27,68
Student23954,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,42,80
Student23964,International Relations (MA Hons) (Year 1),1,29,5
Student23965,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),3,15,14
Student23972,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student23978,Global Health Policy (MSc) - 1 Year (Year 1),1,25,11
Student23983,Dance Science and Education (MSc) (Full-time) (Year 1),58,96,79
Student23987,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,8,11
Student23990,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student23994,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,46,65
Student23998,Translation Studies (MSc) (Full-time) (Year 1),1,20,10
Student23999,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student24002,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24003,Education (MSc) (Full-time) (Year 1),15,17,82
Student24005,Education (MSc) (Full-time) (Year 1),13,18,81
Student24008,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,11,11
Student24009,"Management of Bioeconomy, Innovation and Governance (MSc) (Full-time) (Year 1)",2,16,9
Student24010,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),21,22,85
Student24014,Economics (Finance) (MSc) (Full-time) (Year 1),5,64,5
Student24017,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),17,26,99
Student24018,Dance Science and Education (MSc) (Full-time) (Year 1),60,99,74
Student24020,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24021,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24023,Inclusive Education (MSc) - 1 Year (Full-time) (Year 1),13,16,79
Student24025,International Development (MSc) (Full-time) (Year 1),2,22,6
Student24030,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student24034,Education (Philosophy of Education) (MSc) - 1 Year (Year 1),11,11,86
Student24037,Social Anthropology (MSc) (Full-time) (Year 1),1,13,11
Student24041,Translation Studies (MSc) (Full-time) (Year 1),1,20,10
Student24043,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),3,17,12
Student24044,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,40,72
Student24048,Environmental Protection and Management (SAC) (MSc) - 1 Year (Full-time) (Year 1),1,14,1
Student24050,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,34,11
Student24051,Mathematical Economics and Econometrics MSc - 1 Year (Full-Time) (Year 1),5,66,5
Student24052,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,25,6
Student24053,Performance Psychology (MSc) (Full-time) (Year 1),40,45,160
Student24054,Economics (Finance) (MSc) (Full-time) (Year 1),5,63,5
Student24059,Social Anthropology (MSc) (Full-time) (Year 1),1,11,11
Student24064,Sport Management (BSc Hons) (Year 1),12,24,86
Student24068,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),2,14,12
Student24073,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),17,27,93
Student24085,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),17,47,77
Student24087,"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",1,12,10
Student24090,Education (Child and Adolescent Psychology) (MSc) - 1 Year (Full-time) (Year 1),11,13,80
Student24091,Medicine (Pre-Clinical) (MBChB) (Year 1),2,195,12
Student24092,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,26,6
Student24093,Language Education (MSc) - 1 Year (Full-time) (Year 1),17,30,98
Student24094,Secondary Education PGDE (English) (Year 1),17,17,81
Student24095,Literature and Modernity: 1900 to the Present (MSc) (Full-time) (Year 1),1,6,11
Student24099,Economics (Finance) (MSc) (Full-time) (Year 1),5,63,5
Student24102,"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",1,13,10
Student24105,Education (Early Childhood Practice and Froebel) (MSc) - 1 Year (Full-time) (Year 1),14,17,76
Student24111,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,20,6
Student24119,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student24122,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,12,11
Student24131,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,25,6
Student24132,High Performance Computing (MSc) (Full-time) (Year 1),2,32,11
Student24133,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student24136,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),3,23,12
Student24137,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),19,46,74
Student24139,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student24140,Graphic Design (MA (eca)) (Year 1),1,31,1
Student24141,Economics (Econometrics) (MSC) - 1 Year (Full-time) (Year 1),5,71,5
Student24143,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student24154,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24155,Primary Education PGDE (Year 1),96,144,117
Student24156,Criminology and Criminal Justice (MSc) (Full-time) (Year 1),2,15,22
Student24157,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),14,26,87
Student24158,Dance Science and Education (MSc) (Full-time) (Year 1),58,92,87
Student24160,Economics (MSc) (Full-time) (Year 1),5,65,5
Student24161,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24163,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),18,30,98
Student24170,Literature and Modernity: 1900 to the Present (MSc) (Full-time) (Year 1),1,6,11
Student24171,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),16,24,107
Student24172,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24175,Education (MSc) (Full-time) (Year 1),19,22,86
Student24177,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,21,6
Student24178,Social Research (MSc) (Full-time) (Year 1),2,17,6
Student24180,Language Education (MSc) - 1 Year (Full-time) (Year 1),21,36,89
Student24182,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,43,70
Student24186,Geography (MA Hons) (Year 1),1,23,2
Student24189,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),4,14,20
Student24192,Physical Activity for Health (MSc) - 1 Year (Full-time) (Year 1),25,30,98
Student24193,International Development (MSc) (Full-time) (Year 1),2,20,6
Student24199,Education (MSc) (Full-time) (Year 1),18,25,80
Student24204,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),21,31,109
Student24211,Physical Activity for Health (MSc) - 1 Year (Full-time) (Year 1),19,23,76
Student24213,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),13,25,74
Student24219,AHSS Cert (HE) International Foundation Programme - UCAS Entry (Year 1),23,23,230
Student24222,Dance Science and Education (MSc) (Full-time) (Year 1),59,93,87
Student24223,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),15,23,107
Student24225,Dance Science and Education (MSc) (Full-time) (Year 1),59,93,90
Student24226,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,48,65
Student24231,Economics (Finance) (MSc) (Full-time) (Year 1),5,63,5
Student24234,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24238,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,117
Student24248,Economics (Finance) (MSc) (Full-time) (Year 1),5,66,5
Student24250,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,41,75
Student24253,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,42,80
Student24254,Social Anthropology (MSc) (Full-time) (Year 1),1,11,11
Student24258,Education (MSc) (Full-time) (Year 1),13,16,85
Student24263,Global Health Policy (MSc) - 1 Year (Year 1),1,21,11
Student24266,Sport Management (BSc Hons) (Year 1),12,19,86
Student24270,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),18,45,71
Student24273,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student24275,Education (MSc) (Full-time) (Year 1),14,14,90
Student24281,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24285,International Development (MSc) (Full-time) (Year 1),2,19,6
Student24288,Science and Technology in Society (MSc) (Full-time) (Year 1),2,17,9
Student24290,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student24291,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),17,44,71
Student24295,Education (Early Childhood Practice and Froebel) (MSc) - 1 Year (Full-time) (Year 1),14,17,76
Student24300,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24307,Language Education (MSc) - 1 Year (Full-time) (Year 1),24,42,117
Student24309,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,44,67
Student24318,Inclusive Education (MSc) - 1 Year (Full-time) (Year 1),11,14,66
Student24319,Graphic Design (MA (eca)) (Year 1),1,31,1
Student24320,Language Education (MSc) - 1 Year (Full-time) (Year 1),16,32,87
Student24321,Physical Activity for Health (MSc) - 1 Year (Full-time) (Year 1),20,24,78
Student24322,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,45,68
Student24324,Education (MSc) (Full-time) (Year 1),12,14,83
Student24326,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),17,41,75
Student24327,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),16,20,68
Student24328,Performance Psychology (MSc) (Full-time) (Year 1),41,45,162
Student24334,Language Education (MSc) - 1 Year (Full-time) (Year 1),18,32,101
Student24336,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),15,23,107
Student24337,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,26,6
Student24342,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),18,47,74
Student24346,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),22,23,85
Student24350,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student24351,Education (MSc) (Full-time) (Year 1),13,16,76
Student24354,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),17,29,91
Student24357,International Development (MSc) (Full-time) (Year 1),2,22,6
Student24359,Primary Education PGDE (Year 1),96,144,117
Student24369,Education (Child and Adolescent Psychology) (MSc) - 1 Year (Full-time) (Year 1),17,21,82
Student24375,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24376,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),2,16,12
Student24377,French and Spanish (MA Hons) (Year 1),1,34,5
Student24378,Secondary Education PGDE (Art and Design) (Year 1),7,18,16
Student24379,Dance Science and Education (MSc) (Full-time) (Year 1),59,97,85
Student24384,Performance Psychology (MSc) (Full-time) (Year 1),40,45,161
Student24387,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),16,25,105
Student24401,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24402,Language Education (MSc) - 1 Year (Full-time) (Year 1),20,33,102
Student24405,Sport Management (BSc Hons) (Year 1),12,18,86
Student24407,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),1,12,1
Student24408,Economics (MSc) (Full-time) (Year 1),5,64,5
Student24409,Graphic Design (MA (eca)) (Year 1),1,28,1
Student24410,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student24414,AHSS Cert (HE) International Foundation Programme - UCAS Entry (Year 1),23,23,230
Student24416,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,37,79
Student24417,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student24420,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student24422,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24424,International and Cross-cultural Counselling Studies (MSc) (Year 1),1,16,8
Student24426,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24427,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,36,11
Student24428,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,8,11
Student24430,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,36,2
Student24432,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24435,Politics (MA Hons) (Year 3),1,16,11
Student24446,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,11,11
Student24449,Performance Psychology (MSc) (Full-time) (Year 1),39,45,159
Student24456,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24461,International Development (MSc) (Full-time) (Year 1),2,22,12
Student24463,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),3,17,12
Student24464,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),1,13,2
Student24465,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24466,Translational Neuroscience (PhD with Integrated Study) - 4 Years (Year 1),2,18,2
Student24469,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),22,23,85
Student24474,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,39,69
Student24476,Social Anthropology (MSc) (Full-time) (Year 1),2,10,22
Student24478,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,40,69
Student24480,Education (MSc) (Full-time) (Year 1),13,13,87
Student24488,Comparative Public Policy (MSc) (Full-time) (Year 1),1,13,11
Student24493,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student24495,Education (MSc) (Full-time) (Year 1),14,14,89
Student24497,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),23,26,78
Student24498,Graphic Design (MA (eca)) (Year 1),2,30,6
Student24499,Science and Technology in Society (MSc) (Full-time) (Year 1),2,17,9
Student24501,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),23,27,80
Student24505,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student24506,Economics (Finance) (MSc) (Full-time) (Year 1),5,63,5
Student24521,Counselling Studies (MSc) (Full-time) (Year 1),1,41,8
Student24525,Language Education (MSc) - 1 Year (Full-time) (Year 1),16,32,84
Student24533,Geography (MA Hons) (Year 1),1,33,5
Student24534,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,9,11
Student24536,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,117
Student24538,Primary Education PGDE (Year 1),96,144,117
Student24540,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,23,6
Student24542,Education (MSc) (Full-time) (Year 1),14,20,80
Student24546,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,41,55
Student24551,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,23,6
Student24562,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,20,6
Student24563,Design Informatics (MA (eca)) (Year 1),1,12,1
Student24564,"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",1,13,10
