AnonID,Programme,HolyroodGTEvents,TotalEvents,TransitionRecords
Student01456,Primary Education PGDE (Year 1),98,146,120
Student01465,MA (Hons) in Primary Education with Gaelic (Learners) (Year 5),7,11,50
Student01469,Secondary Education PGDE (English) (Year 1),17,17,79
Student01471,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,21,6
Student01476,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 3),12,36,65
Student01477,Architecture (MA Hons) (Year 4),2,13,4
Student01478,Primary Education PGDE (Year 1),98,146,120
Student01480,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,106,2
Student01482,Chinese (MA Hons) (Year 4),1,20,10
Student01484,Law (LLB Ord) (Graduate Entry) (Year 2),2,18,4
Student01485,Human Rights (LLM) (Year 1),1,7,10
Student01486,Physical Education MA (Hons) (Year 4),27,30,37
Student01489,Illustration (MA (eca)) (Year 1),1,25,1
Student01497,Law (LLB Ord) (Graduate Entry) (Year 2),3,53,6
Student01500,Geology (BSc Hons) (Year 4),1,4,1
Student01502,Sociology (MA Hons) (Year 3),1,15,3
Student01510,Intermedia Art BA (Hons) (Year 4),1,31,1
Student01511,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,100,2
Student01512,International and Cross-cultural Counselling Studies (MSc) (Year 1),1,15,8
Student01517,Sociology (MA Hons) (Year 3),1,15,3
Student01519,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student01520,Translation Studies (MSc) (Full-time) (Year 1),1,21,10
Student01521,Music (BMus) (Year 2),1,15,11
Student01523,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,105,2
Student01528,Applied Sport Science (BSc Hons) (Year 3),32,59,210
Student01529,Economics (Econometrics) (MSC) - 1 Year (Full-time) (Year 1),5,73,5
Student01532,Photography BA (Hons) (Year 4),1,31,1
Student01535,"Energy, Society and Sustainability (MSc) - 1 Year (Full-time) (Year 1)",2,14,9
Student01536,Architecture (MA Hons) (Year 4),2,14,4
Student01539,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student01546,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,25,6
Student01547,Politics (MA Hons) (Year 4),1,15,1
Student01548,Secondary Education PGDE (Physics and Mathematics) (Year 1),10,29,30
Student01549,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,38,2
Student01552,Primary Education PGDE (Year 1),96,144,117
Student01553,Psychological Therapies (MSc) - 2 Years (Year 2),1,13,1
Student01555,Social Research (MSc) (Full-time) (Year 1),1,14,11
Student01558,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,21,6
Student01564,"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",1,14,10
Student01570,Secondary Education PGDE (English) (Year 1),18,18,70
Student01575,Landscape Architecture (MA Hons) (Year 4),1,25,8
Student01579,Economics (MSc) (Full-time) (Year 1),5,68,5
Student01583,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 1),15,19,27
Student01585,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,98,2
Student01587,Counselling (MCouns) (Part-time) - 4 years (Year 3),7,8,20
Student01602,"Access Programme (College of Arts, Humanities and Social Science) (ICL) - 1 Year (Year 1)",2,2,36
Student01610,Psychotherapy and Counselling (DPsych) - 4 Years (Full-time) (Year 3),8,10,30
Student01612,Counselling (PgDip) - 3 Years (Part-time) (Year 2),6,6,21
Student01620,Architecture (BA) (Year 3),1,18,1
Student01621,International Relations and International Law (MA Hons) (Year 4),1,17,1
Student01622,Inclusive Education (Visually Impaired Learners) (PgDip) (ICL) 1 - 4 years (Year 3),6,6,6
Student01626,Sociology (PhD) (Full-time) (Year 5),1,5,3
Student01629,Law (LLB Ord) (Graduate Entry) (Year 2),2,16,4
Student01651,Mathematics and Business BSc (Hons) (Year 4),2,13,10
Student01669,Landscape Architecture (MA Hons) (Year 4),1,25,8
Student01674,Painting BA (Hons) (Year 4),1,31,1
Student01684,Literature and Modernity: 1900 to the Present (MSc) (Full-time) (Year 1),1,7,11
Student01692,Medicine (Pre-Clinical) (MBChB) (Year 2),2,163,10
Student01704,Chinese (MA Hons) (Year 4),1,18,10
Student01727,Medicine (Pre-Clinical) (MBChB) (Year 1),1,204,1
Student01730,International Business (MA Hons) (Year 4),2,14,10
Student01738,Geographical Information Science (MSc) (Full-time) (Year 1),1,16,1
Student01743,Literature and Modernity: 1900 to the Present (MSc) (Full-time) (Year 1),1,6,11
Student01745,High Performance Computing (MSc) (Full-time) (Year 1),2,32,11
Student01749,Biomedical Sciences BSc (Hons) (Year 4),2,21,2
Student01764,Economics (MSc) (Full-time) (Year 1),5,66,5
Student01768,Comparative Public Policy (MSc) (Full-time) (Year 1),1,18,11
Student01783,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 4),1,9,3
Student01812,History and Politics (MA Hons) (Year 4),1,15,1
Student01816,"Politics, Philosophy and Economics MA (Hons) (Year 3)",2,17,20
Student01817,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,99,3
Student01832,Economics (MA Hons) (Year 4),1,23,1
Student01834,Global Health Policy (MSc) - 1 Year (Year 1),1,20,11
Student01841,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,108,2
Student01864,French (MA Hons) (Year 4),1,15,1
Student01874,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,25,6
Student01885,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,46,11
Student01900,Sculpture BA (Hons) (Year 3),3,40,11
Student01904,Anthropology and Sociology of Medicine (BMedSci Hons) - 1 Year (Intercalation) (Year 1),1,11,11
Student01947,Social Anthropology (MA Hons) (Year 4),2,11,20
Student01956,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),15,16,93
Student01972,Geography (MA Hons) (Year 4),1,15,1
Student01977,International Relations (MA Hons) (Year 4),2,11,20
Student02019,Fine Art (MA Hons) (Year 5),2,20,2
Student02036,Geography (MA Hons) (Year 3),1,22,1
Student02039,History and Politics (MA Hons) (Year 3),2,13,10
Student02071,Business Management MA (Hons) (Year 4),2,14,10
Student02075,Fine Art (MA Hons) (Year 5),2,20,2
Student02080,Medicine (Pre-Clinical) (MBChB) (Year 2),2,164,10
Student02085,Global Health Policy (BMedSci Hons) (Year 3),1,17,11
Student02109,French and Italian (MA Hons) (Year 4),1,20,1
Student02110,Economics (MSc) (Full-time) (Year 1),4,68,4
Student02112,Biomedical Sciences BSc (Hons) (Year 4),2,20,2
Student02129,Psychological Therapies (MSc) - 2 Years (Year 1),2,22,4
Student02151,Fine Art (MA Hons) (Year 5),2,20,2
Student02164,Chinese (MA Hons) (Year 4),1,18,10
Student02177,Nursing (BN) (Year 4),5,22,18
Student02186,Outdoor Education (MSc) - 30 Months (Part-time) (Year 1),32,92,32
Student02200,Painting BA (Hons) (Year 4),1,31,1
Student02205,Politics (MA Hons) (Year 4),1,21,1
Student02207,Language Education (MSc) - 1 Year (Full-time) (Year 1),25,38,102
Student02224,Business and Geography MA (Hons) (Year 4),1,22,5
Student02238,Archaeology and Social Anthropology (MA Hons) (Year 4),1,5,11
Student02254,Literature and Modernity: 1900 to the Present (MSc) (Full-time) (Year 1),1,7,11
Student02255,Medicine (Pre-Clinical) (MBChB) (Year 1),2,192,5
Student02257,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student02263,Geology (MEarthSci) (Year 5),1,17,1
Student02285,Painting BA (Hons) (Year 3),3,40,11
Student02287,Leadership and Learning (ICL) (MEd) - 2-6 Years (Year 5),3,3,3
Student02292,Architecture (BA) (Year 3),1,18,1
Student02293,Sociology (MA Hons) (Year 4),1,7,11
Student02305,History (MA Hons) (Year 3),2,12,10
Student02309,Fine Art (MA Hons) (Year 5),2,20,2
Student02310,Economics (MSc) (Full-time) (Year 1),5,64,5
Student02311,Architecture (MA Hons) (Year 4),2,17,4
Student02318,Philosophy and Economics (MA Hons) (Year 4),2,10,2
Student02326,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,26,6
Student02342,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,100,3
Student02348,Biomedical Sciences BSc (Hons) (Year 4),2,33,2
Student02353,Fine Art (MA Hons) (Year 5),2,20,2
Student02377,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,97,3
Student02395,Architecture (BA) (Year 4),2,9,4
Student02397,Chinese (MA Hons) (Year 4),1,20,10
Student02399,Education (PhD) (Full-time) (Year 1),1,3,6
Student02401,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,97,3
Student02404,Sustainable Development (Social Anthropology) MA (Hons) - 4 years (Full-Time) (Year 4),1,9,3
Student02418,History and Politics (MA Hons) (Year 4),1,8,10
Student02432,Politics (MA Hons) (Year 3),1,21,1
Student02445,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,96,2
Student02447,Geography and Sociology (MA Hons) (Year 4),1,10,5
Student02449,Economics (MA Hons) (Year 3),1,32,1
Student02456,Secondary Education PGDE (Biology) (Year 1),8,24,25
Student02457,Fine Art (MA Hons) (Year 5),2,20,2
Student02466,Literature and Modernity: 1900 to the Present (MSc) (Part-time) (Year 1),1,4,11
Student02473,Psychology (BSc Hons) - 4 Years (Full-time) (Year 4),1,8,11
Student02481,Secondary Education PGDE (Maths) (Year 1),13,23,36
Student02486,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),20,21,64
Student02489,Geography (BSc Hons) (Year 4),1,14,1
Student02491,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),1,12,1
Student02492,Sociology and Politics (MA Hons) (Year 4),1,10,3
Student02508,Social Anthropology (MA Hons) (Year 4),2,13,20
Student02510,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,25,6
Student02514,Fine Art (MA Hons) (Year 5),2,20,2
Student02515,Chinese and Economics MA (Hons) (Year 4),1,33,1
Student02518,"Government, Policy and Society MA(Hons) (Year 4)",1,7,11
Student02519,Architecture (MA Hons) (Year 4),2,17,4
Student02532,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,101,2
Student02539,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,99,3
Student02555,Secondary Education PGDE (Chemistry) (Year 1),12,25,30
Student02558,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),22,23,85
Student02562,Global Health Policy (MSc) - 1 Year (Year 1),1,24,11
Student02566,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,99,2
Student02580,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,99,3
Student02581,Applied Sport Science (BSc Hons) (Year 4),12,17,58
Student02584,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,100,3
Student02593,International Relations (MA Hons) (Year 3),1,15,10
Student02597,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,102,2
Student02605,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,102,3
Student02608,Politics (MA Hons) (Year 4),1,23,1
Student02609,Social Policy and Sociology (MA Hons) (Year 4),1,8,11
Student02610,Architecture (MA Hons) (Year 4),2,13,4
Student02612,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,102,2
Student02620,Sustainable Development (Politics and International Relations) MA (Hons) - 4 Years (Full-Time) (Year 4),2,11,20
Student02622,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,102,2
Student02632,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,99,2
Student02635,Architecture (MA Hons) (Year 4),2,13,4
Student02638,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,37,2
Student02639,Architecture (MA Hons) (Year 4),3,13,15
Student02640,Medicine (Pre-Clinical) (MBChB) (Year 2),3,163,18
Student02643,Physical Education MA (Hons) (Year 2),23,47,79
Student02646,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,99,2
Student02647,Biomedical Sciences BSc (Hons) (Year 4),1,37,1
Student02654,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,97,3
Student02656,Economics (MA Hons) (Year 3),1,32,1
Student02657,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,37,2
Student02661,Architecture (MA Hons) (Year 4),2,16,4
Student02671,Physical Education MA (Hons) (Year 4),29,33,29
Student02677,Medicine (Pre-Clinical) (MBChB) (Year 1),1,190,1
Student02681,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,99,3
Student02690,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,102,2
Student02696,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,102,3
Student02699,Cognitive Science (Humanities) (MA Hons) (Year 4),1,11,11
Student02703,Physical Education MA (Hons) (Year 4),29,33,29
Student02709,Architecture (MA Hons) (Year 4),2,17,4
Student02720,Economics (MA Hons) (Year 3),1,32,1
Student02724,Primary Education PGDE (Year 1),96,146,119
Student02728,Primary Education PGDE (Year 1),96,146,119
Student02729,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,103,2
Student02750,Biomedical Sciences BSc (Hons) (Year 4),2,19,2
Student02753,Applied Sport Science (BSc Hons) (Year 3),8,14,42
Student02755,Law (LLB Hons) (Year 4),2,9,4
Student02763,Applied Sport Science (BSc Hons) (Year 4),12,17,58
Student02771,Applied Sport Science (BSc Hons) (Year 4),16,23,65
Student02775,Economics (MA Hons) (Year 3),1,9,1
Student02794,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,97,3
Student02797,Architecture (MA Hons) (Year 4),3,13,15
Student02798,Business with Marketing MA (Hons) (Year 4),3,16,10
Student02804,Sport and Recreation Management (BSc Hons) (Year 4),16,18,68
Student02809,Chinese and Economics MA (Hons) (Year 4),1,34,1
Student02812,Economics (MA Hons) (Year 3),1,32,1
Student02817,Business and Economics MA (Hons) (Year 4),3,15,10
Student02820,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,102,3
Student02827,"Politics, Philosophy and Economics MA (Hons) (Year 3)",1,19,1
Student02828,Social Anthropology (MA Hons) (Year 4),1,11,11
Student02832,Business with Marketing MA (Hons) (Year 4),5,15,20
Student02835,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,101,3
Student02838,Physical Education MA (Hons) (Year 4),29,33,29
Student02843,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,97,2
Student02844,Secondary Education PGDE (Physical Education) (Year 1),16,28,39
Student02846,Physical Education MA (Hons) (Year 4),29,33,29
Student02851,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,95,3
Student02852,Physical Education MA (Hons) (Year 4),29,33,29
Student02857,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,102,2
Student02870,Politics (MA Hons) (Year 4),1,17,1
Student02871,Fine Art (MA Hons) (Year 5),2,20,2
Student02872,Biomedical Sciences BSc (Hons) (Year 4),2,24,2
Student02875,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,101,3
Student02879,French and Politics (MA Hons) (Year 4),1,19,1
Student02882,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student02886,Reproductive Biology BSc (Hons) (Year 4),2,26,4
Student02887,Education Studies (MA Hons) (Year 4),34,41,47
Student02890,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,102,3
Student02891,Performance Costume (BA Hons) (Year 3),2,35,4
Student02893,Biomedical Sciences BSc (Hons) (Year 4),2,35,2
Student02896,Painting BA (Hons) (Year 4),1,31,1
Student02902,Nursing (BN) (Year 4),4,19,7
Student02908,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,98,2
Student02916,Chinese (MA Hons) (Year 4),1,21,10
Student02928,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,100,2
Student02939,Professional Legal Practice (PgDip) (Full-time) (Year 1),3,100,3
Student02940,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),18,20,61
Student02942,Primary Education PGDE (Year 1),98,146,120
Student02945,Primary Education PGDE (Year 1),98,146,120
Student02946,Fine Art (MA Hons) (Year 5),2,20,2
Student02949,Geography and Politics (MA Hons) (Year 4),1,6,5
Student02954,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,102,2
Student02957,Secondary Education PGDE (Drama) (Year 1),9,18,28
Student02963,Sport and Recreation Management (BSc Hons) (Year 4),15,17,68
Student02964,Economics (MA Hons) (Year 3),1,33,1
Student02965,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,95,2
Student02967,Social Anthropology and Social Policy (MA Hons) (Year 4),1,8,11
Student02970,Economics and Accounting (MA Hons) (Year 2),2,43,13
Student02976,Geography (MA Hons) (Year 3),1,23,1
Student02980,Economics (MA Hons) (Year 3),1,32,1
Student02982,Law and Social Anthropology (LLB Hons) (Year 2),2,49,4
Student02989,Computer Science (BSc Hons) (Year 2),1,44,1
Student02999,Education Studies (MA Hons) (Year 4),5,12,24
Student03002,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,99,2
Student03008,Fine Art (MA Hons) (Year 5),2,20,2
Student03012,Secondary Education PGDE (Physics) (Year 1),10,19,30
Student03017,Fine Art (MA Hons) (Year 5),2,20,2
Student03021,Strength and Conditioning (MSc) - 2 Years (Part-time) (Year 2),13,14,38
Student03023,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),2,27,6
Student03026,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,102,2
Student03028,Social Anthropology (MA Hons) (Year 4),1,8,11
Student03035,Social Anthropology (MA Hons) (Year 4),1,9,11
Student03037,Mathematics (MMath Hons) (Year 5),2,21,2
Student03044,"Government, Policy and Society with Quantitative Methods MA (Hons) (Year 4)",1,12,11
Student03050,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,18,3
Student03051,Architecture (MA Hons) (Year 4),2,16,4
Student03054,Applied Sport Science (BSc Hons) (Year 3),30,55,172
Student03058,Professional Legal Practice (PgDip) (Full-time) (Year 1),2,99,2
Student03065,International Business (MA Hons) (Year 4),3,15,10
